1459703317.000000, 1459703317.000000, 1459703317.000000
32.000000, 32.000000, 32.000000
-55,37,1
-56,36,1
-55,36,1
-53,37,0
-54,38,-1
-53,39,-1
-53,38,-1
-53,38,0
-52,37,1
-53,37,1
-54,37,0
-54,38,-1
-55,40,-1
-54,39,-1
-51,36,0
-50,36,0
-53,36,-1
-54,37,0
-55,38,0
-55,37,0
-54,37,-1
-53,37,-1
-53,37,-1
-53,37,0
-52,38,0
-52,38,0
-53,38,0
-53,38,0
-52,37,0
-54,37,0
-54,37,0
-53,38,0
-53,38,0
-53,37,0
-53,37,0
-52,37,-1
-53,37,-1
-54,38,-1
-54,38,-1
-53,38,-1
-53,38,-1
-53,38,-1
-53,39,-1
-54,38,-1
-53,38,-1
-53,38,-2
-53,38,-1
-54,38,-1
-53,37,-1
-52,38,-1
-53,38,-1
-54,37,-1
-54,38,-1
-54,38,-1
-53,38,-1
-53,38,-1
-52,38,-1
-52,38,-1
-53,38,-1
-52,38,-1
-53,38,-2
-53,38,-1
-53,38,-1
-53,38,-1
-52,37,-1
-53,38,-2
-53,38,-1
-53,38,-1
-53,38,-1
-53,38,-2
-54,38,-2
-54,37,-2
-53,37,-2
-53,37,-2
-53,37,-1
-53,38,-1
-52,38,-1
-53,38,-1
-53,38,0
-53,38,-1
-53,38,-1
-52,38,-1
-53,38,-1
-52,38,-1
-53,38,-2
-53,37,-1
-52,37,-1
-52,36,-1
-53,38,-1
-54,37,-1
-53,38,-1
-53,38,-2
-53,38,-2
-55,38,-2
-53,38,-2
-52,38,-2
-54,38,-2
-54,38,-2
-54,38,-1
-53,38,-2
-53,37,-1
-54,37,-2
-54,37,-2
-54,37,-1
-54,37,-2
-54,37,-2
-54,37,-1
-54,37,-1
-53,37,-1
-52,37,-1
-54,37,-1
-54,36,0
-54,36,-1
-54,37,-1
-54,37,0
-55,36,0
-54,36,0
-54,37,0
-54,37,0
-54,37,0
-54,36,0
-54,36,0
-53,37,1
-54,37,0
-54,37,1
-53,37,1
-54,37,1
-54,37,1
-52,37,2
-53,38,1
-53,38,2
-53,37,2
-53,38,1
-53,38,2
-53,38,2
-52,39,2
-53,39,1
-53,38,2
-52,38,2
-51,39,2
-50,40,2
-51,39,2
-51,40,2
-50,40,2
-51,39,2
-51,39,2
-51,39,1
-52,40,1
-52,40,1
-51,40,1
-51,40,1
-51,40,1
-51,41,0
-51,40,0
-51,41,0
-52,42,0
-53,41,1
-52,41,1
-49,41,1
-49,42,1
-49,42,1
-48,43,1
-48,44,1
-48,44,1
-49,43,0
-48,43,0
-47,43,0
-49,43,0
-50,44,0
-51,43,0
-49,43,1
-47,44,2
-45,44,2
-41,44,1
-39,45,-2
-42,39,0
-46,40,1
-46,41,0
-46,45,-2
-49,48,-4
-49,49,-5
-52,49,-6
-53,48,-7
-50,47,-9
-47,46,-9
-45,44,-11
-43,45,-11
-44,46,-11
-49,44,-11
-47,43,-11
-41,41,-15
-41,40,-16
-49,39,-17
-57,39,-15
-60,40,-15
-58,41,-16
-54,41,-14
-51,40,-18
-51,39,-20
-47,38,-14
-48,40,-16
-48,41,-17
-47,41,-16
-59,35,-10
-58,30,-8
-42,22,-1
-31,20,3
-25,17,0
-30,18,-4
-25,16,-8
-32,3,-19
-48,-3,-29
-67,-7,-33
-85,-15,-36
-69,-22,-12
-65,-32,-2
-78,-49,12
-87,-57,7
-89,-56,6
-56,-53,12
-50,-45,8
-52,-37,-3
-53,-35,-1
-49,-36,-2
-33,-50,2
-39,-49,21
-45,-48,2
-50,-54,-24
-44,-50,-28
-51,-47,-32
-55,-42,-35
-45,-38,-29
-42,-37,-26
-43,-40,-21
-41,-44,-11
-47,-47,-10
-42,-42,-15
-38,-42,-11
-36,-41,-2
-40,-48,-3
-39,-60,-10
-48,-69,-15
-41,-69,-20
-27,-67,-29
-19,-58,-20
-42,-60,-36
-32,-59,-35
-30,-59,-35
-25,-58,-30
-27,-54,-31
-26,-53,-34
-23,-50,-27
-22,-46,-27
-28,-45,-29
-30,-47,-26
-30,-46,-22
-28,-51,-16
-31,-53,-9
-41,-53,-10
-41,-53,-8
-40,-50,-8
-39,-49,-8
-38,-47,-7
-40,-49,-6
-39,-49,-6
-37,-51,-6
-36,-52,-5
-38,-52,-5
-38,-53,-5
-34,-53,-5
-32,-56,-10
-33,-57,-10
-36,-57,-12
-33,-57,-13
-26,-56,-15
-29,-52,-17
-27,-49,-21
-30,-48,-24
-35,-48,-27
-33,-52,-29
-33,-54,-30
-37,-56,-30
-31,-63,-34
-35,-64,-36
-26,-61,-19
-24,-63,-11
-34,-61,-1
-23,-65,9
-26,-61,7
-28,-56,6
-27,-54,9
-33,-54,13
-28,-51,3
-41,-46,-8
-60,-41,-2
-42,-44,12
-41,-46,10
-45,-49,14
-57,-53,-10
-37,-53,-6
-35,-53,-5
-42,-55,0
-39,-46,-9
-54,-45,-11
-39,-46,-5
-38,-46,-3
-44,-50,9
-55,-51,10
-48,-47,13
-30,-48,9
-21,-43,10
-19,-40,-2
-28,-46,-7
-54,-49,12
-42,-63,32
-41,-57,11
-56,-69,18
-62,-70,30
-62,-77,43
-60,-73,39
-58,-77,48
-48,-51,33
-31,-36,27
-46,-10,8
-17,-2,28
-12,4,28
-14,4,16
-36,4,8
-27,6,-2
-16,13,-18
25,28,-51
33,37,-66
45,41,-48
-25,-25,60
-66,-68,127
0,-128,127
24,-128,103
-26,-128,-97
-35,-10,-77
-89,-128,7
-48,-111,95
-104,-63,20
48,-4,116
-16,37,40
-11,26,-11
18,39,-14
1,33,-22
-6,23,-2
-5,16,1
-12,8,22
-36,-21,103
-111,-115,117
-90,-121,76
-64,-96,90
-55,-32,67
-41,-16,43
-16,8,17
7,18,-5
10,21,-17
14,20,-33
18,22,-38
42,39,-56
31,34,-28
2,5,13
-76,-69,127
-68,-128,127
29,-128,-22
-128,-128,-21
-71,-85,-35
-38,-128,83
-28,-120,9
18,-61,-32
-32,-33,19
-11,35,46
-10,28,-2
-6,27,-3
-2,22,-7
1,16,2
-19,5,16
-32,-11,14
-29,-21,7
-94,-54,20
-95,-56,28
-81,-58,25
-65,-46,4
-51,-45,11
-52,-43,19
-54,-40,13
-64,-36,2
-55,-31,1
-49,-31,8
-49,-37,21
-47,-36,27
-61,-36,23
-44,-34,22
-31,-32,14
-43,-28,0
-79,-24,11
-42,-45,48
-75,-32,37
-79,-37,34
-82,-32,57
-77,-28,59
-69,-25,62
-71,-23,54
-56,-17,55
-54,-13,51
-50,-8,41
-49,-7,39
-41,1,39
-32,7,42
-29,10,36
-23,14,35
-20,17,34
-6,20,27
3,26,20
7,31,17
11,37,21
14,42,24
17,53,23
16,58,28
14,67,34
15,67,36
13,68,33
15,66,31
15,62,28
13,54,23
8,42,24
0,40,23
-1,39,30
1,40,34
-7,49,41
-5,63,66
-8,72,73
-6,94,86
-4,103,91
1,113,95
4,112,88
6,102,72
8,87,59
11,80,50
17,61,36
20,52,26
25,35,9
30,23,-17
32,21,-26
43,17,-40
47,23,-52
50,37,-60
60,52,-62
91,74,-98
107,126,-128
76,87,-61
-122,-128,127
3,-128,127
-66,88,-101
3,35,-51
-1,72,15
91,114,-48
88,105,-30
53,111,-19
24,97,-12
15,88,-4
19,68,11
22,53,21
12,30,24
8,27,17
9,27,5
8,30,-3
13,32,-7
21,56,-19
24,76,-24
23,85,-14
24,103,1
25,118,-5
31,73,8
31,43,23
12,25,32
0,42,13
-1,56,0
14,91,-29
18,94,-29
16,70,-8
11,55,6
7,47,18
8,56,8
9,64,1
14,71,-7
18,68,-6
11,61,1
9,59,4
14,58,8
20,61,5
21,64,2
19,63,1
18,62,1
18,59,2
19,60,2
19,60,1
18,59,0
18,54,0
16,49,0
11,28,2
9,18,1
10,5,-6
13,0,-10
17,-5,-20
17,-5,-24
17,-2,-24
1,6,-18
-9,25,-12
13,48,18
15,47,18
20,40,24
0,8,41
13,-9,42
1,-74,36
-18,-128,53
-75,-128,38
-31,-128,73
-21,-128,103
-108,-128,127
-87,-128,95
4,-93,46
12,-74,44
0,-48,44
-36,-44,47
-54,-41,45
-72,-40,34
-68,-45,34
-52,-58,35
-32,-73,41
-24,-80,40
-16,-90,35
-17,-93,31
-19,-98,26
-20,-98,25
-22,-95,23
-21,-88,22
-21,-83,21
-17,-72,19
-14,-67,17
-11,-57,18
-8,-47,16
-7,-38,15
-7,-34,16
-7,-30,17
-5,-24,20
-4,-21,19
-4,-17,16
-9,-20,17
-11,-24,18
-16,-35,19
-17,-43,20
-20,-61,21
-22,-88,26
-26,-106,35
-56,-128,66
-33,-115,64
-1,-88,35
3,-87,32
7,-69,27
-23,-64,23
-40,-63,24
-60,-57,22
-63,-52,17
-53,-43,16
-44,-45,22
-39,-50,25
-32,-60,28
-29,-64,28
-23,-70,26
-22,-73,22
-21,-74,22
-22,-76,21
-22,-76,23
-26,-78,25
-26,-77,24
-28,-75,22
-26,-74,21
-24,-72,19
-14,-59,19
-18,-54,20
-36,-43,16
-49,-34,12
-52,-33,13
-44,-25,19
-27,-27,31
-45,-22,41
-55,-12,44
-69,-5,42
-94,4,28
-77,15,44
-79,15,52
-75,13,40
-31,17,40
-14,19,29
-14,18,19
-3,19,6
-4,14,4
-1,10,1
-5,1,-6
-9,-2,-10
-19,-9,-23
-25,-20,-38
-75,-51,-20
-78,-59,-48
-88,-54,-96
-128,-24,-128
-49,37,-46
-76,-21,-36
-62,5,-45
-68,-16,-29
-65,-30,-33
-64,-31,-41
-69,-47,-50
-80,-49,-51
-73,-59,-44
-56,-63,-30
-30,-48,-9
-33,-38,-5
-32,-43,-4
-42,-39,-8
-37,-42,1
-59,-38,-18
-37,-37,-4
-45,-39,-5
-49,-42,-12
-55,-44,-19
-59,-47,-19
-52,-48,-13
-58,-49,-11
-56,-44,-17
-90,-39,-19
-53,-27,-2
-33,-33,3
-46,-24,1
-48,-24,1
-49,-27,1
-79,-48,-3
-101,-75,-8
-119,-128,10
-39,-69,39
-44,-38,28
-29,-3,14
-16,6,13
18,20,-11
30,29,-22
54,36,-35
69,46,-78
62,49,-75
-22,4,42
-71,-39,127
-13,-122,71
-128,-128,-17
-95,-128,20
-28,-108,69
-62,-128,83
-34,-110,17
-4,-79,-23
-11,-53,60
8,44,-9
17,18,-21
1,26,-15
-3,23,-15
10,13,2
4,5,19
-4,4,19
-54,-18,17
-112,-45,9
-128,-128,2
-96,-101,106
-103,-66,75
-66,-25,14
-42,-14,13
