1459701953.000000, 1459701953.000000, 1459701953.000000
32.000000, 32.000000, 32.000000
-52,39,0
-52,38,1
-52,38,1
-52,38,1
-52,37,1
-52,38,1
-52,38,1
-53,38,1
-54,38,1
-53,38,1
-53,38,1
-53,38,1
-52,37,1
-52,38,1
-54,39,0
-53,38,1
-52,37,1
-53,38,1
-54,37,1
-51,38,1
-51,39,0
-54,39,0
-54,39,1
-54,38,1
-54,36,1
-53,36,1
-51,37,0
-54,38,1
-55,39,1
-53,39,1
-53,39,1
-51,38,0
-51,37,1
-53,39,0
-54,39,0
-53,39,1
-52,39,1
-52,38,1
-54,39,1
-52,39,1
-52,39,1
-53,38,1
-52,38,1
-53,38,1
-53,38,1
-53,38,1
-52,38,1
-53,38,0
-52,37,1
-53,37,1
-54,38,1
-53,38,1
-52,38,2
-53,39,1
-53,39,0
-52,38,1
-53,38,1
-53,38,1
-53,38,1
-52,38,1
-53,38,1
-53,38,1
-53,38,1
-53,38,1
-52,38,2
-53,38,1
-53,38,1
-53,38,1
-53,39,1
-53,39,1
-52,38,1
-52,39,1
-52,38,1
-52,39,2
-53,39,1
-53,38,1
-52,38,1
-53,38,2
-53,38,2
-52,38,1
-53,38,1
-53,38,1
-53,37,2
-53,38,2
-54,38,1
-53,38,2
-53,38,1
-53,37,1
-53,37,1
-53,38,2
-53,38,1
-52,38,2
-52,38,1
-53,37,2
-53,38,1
-53,38,1
-54,37,2
-54,37,2
-54,37,1
-53,37,2
-53,37,2
-53,38,2
-53,38,2
-53,38,2
-53,38,2
-53,38,2
-53,38,2
-52,38,2
-52,38,2
-52,38,2
-52,39,2
-53,39,2
-53,38,2
-52,38,2
-52,38,2
-52,38,2
-52,39,2
-53,39,1
-52,38,2
-52,38,1
-51,37,2
-51,37,1
-52,38,1
-51,38,1
-52,38,1
-54,38,1
-53,38,1
-52,38,1
-54,38,0
-53,38,1
-53,38,0
-52,39,0
-52,39,0
-52,39,0
-54,39,-1
-53,38,0
-53,38,0
-55,38,-1
-55,38,-1
-54,37,-1
-54,37,0
-53,38,0
-50,40,-2
-49,40,-1
-52,40,-1
-52,40,1
-53,40,0
-52,39,1
-49,38,2
-51,37,2
-55,35,6
-44,32,13
-45,31,4
-52,32,-1
-56,33,-1
-63,33,-4
-60,32,1
-54,34,10
-56,35,12
-53,34,16
-54,32,17
-64,27,21
-61,26,26
-58,24,27
-51,25,25
-47,24,27
-50,21,27
-49,22,26
-44,23,29
-40,24,31
-49,22,28
-55,22,29
-53,21,32
-66,20,29
-68,19,27
-73,18,26
-58,17,32
-67,20,18
-66,22,17
-68,22,15
-62,20,14
-53,21,14
-47,20,16
-59,20,14
-61,22,14
-54,24,19
-51,26,19
-53,28,17
-57,29,14
-58,27,17
-66,25,17
-58,26,21
-50,27,21
-50,24,22
-58,23,20
